x_min,x_max,y_min,y_max,r,g,b
-1.0,0.0,-8.0,-7.0,106,233,0
-1.0,0.0,-9.0,-8.0,32,240,0
-1.0,0.0,-10.0,-9.0,1,244,0
-1.0,0.0,-11.0,-10.0,0,0,0
-1.0,0.0,-12.0,-11.0,0,0,0
-1.0,0.0,-13.0,-12.0,0,0,0
-1.0,0.0,-14.0,-13.0,0,0,0
-1.0,0.0,-15.0,-14.0,0,0,0
-1.0,0.0,-16.0,-15.0,0,57,177
-1.0,0.0,-17.0,-16.0,235,122,0
-1.0,0.0,-18.0,-17.0,246,55,0
-1.0,0.0,-19.0,-18.0,241,50,0
-1.0,0.0,-20.0,-19.0,240,132,0
-1.0,0.0,-21.0,-20.0,0,0,0
-1.0,0.0,-22.0,-21.0,0,0,0
-1.0,0.0,-23.0,-22.0,0,0,0
-1.0,0.0,-24.0,-23.0,0,0,0
-1.0,0.0,-25.0,-24.0,0,0,0
-1.0,0.0,-26.0,-25.0,0,0,0
-1.0,0.0,-27.0,-26.0,0,0,0
-1.0,0.0,-28.0,-27.0,0,0,0
-1.0,0.0,-29.0,-28.0,0,0,0
-1.0,0.0,-30.0,-29.0,0,0,0
0.0,1.0,19.0,20.0,0,0,0
0.0,1.0,18.0,19.0,0,0,0
0.0,1.0,17.0,18.0,0,0,0
0.0,1.0,16.0,17.0,0,0,0
0.0,1.0,15.0,16.0,0,0,0
0.0,1.0,14.0,15.0,0,0,0
0.0,1.0,13.0,14.0,0,0,0
0.0,1.0,12.0,13.0,0,0,0
0.0,1.0,11.0,12.0,0,0,0
0.0,1.0,10.0,11.0,238,217,0
0.0,1.0,9.0,10.0,244,104,0
0.0,1.0,8.0,9.0,244,101,0
0.0,1.0,7.0,8.0,103,189,34
0.0,1.0,6.0,7.0,0,0,8
0.0,1.0,5.0,6.0,0,0,0
0.0,1.0,4.0,5.0,0,0,0
0.0,1.0,3.0,4.0,0,0,0
0.0,1.0,2.0,3.0,0,0,0
0.0,1.0,1.0,2.0,0,89,189
0.0,1.0,0.0,1.0,0,232,0
0.0,1.0,-1.0,0.0,0,236,0
0.0,1.0,-2.0,-1.0,239,198,0
0.0,1.0,-3.0,-2.0,226,33,0
0.0,1.0,-4.0,-3.0,230,0,208
0.0,1.0,-5.0,-4.0,247,0,2
0.0,1.0,-6.0,-5.0,240,37,0
0.0,1.0,-7.0,-6.0,236,109,0
0.0,1.0,-8.0,-7.0,9,245,0
0.0,1.0,-9.0,-8.0,41,119,41
0.0,1.0,-10.0,-9.0,31,109,31
0.0,1.0,-11.0,-10.0,0,0,0
0.0,1.0,-12.0,-11.0,0,0,0
0.0,1.0,-13.0,-12.0,0,0,0
0.0,1.0,-14.0,-13.0,0,0,0
0.0,1.0,-15.0,-14.0,0,0,0
0.0,1.0,-16.0,-15.0,0,0,0
0.0,1.0,-17.0,-16.0,131,241,0
0.0,1.0,-18.0,-17.0,207,239,0
0.0,1.0,-19.0,-18.0,237,129,0
0.0,1.0,-20.0,-19.0,237,146,0
0.0,1.0,-21.0,-20.0,0,3,93
0.0,1.0,-22.0,-21.0,0,0,0
0.0,1.0,-23.0,-22.0,0,0,0
0.0,1.0,-24.0,-23.0,0,0,0
0.0,1.0,-25.0,-24.0,0,0,0
0.0,1.0,-26.0,-25.0,0,0,0
0.0,1.0,-27.0,-26.0,0,0,0
0.0,1.0,-28.0,-27.0,0,0,0
0.0,1.0,-29.0,-28.0,0,0,0
0.0,1.0,-30.0,-29.0,0,0,0
1.0,2.0,19.0,20.0,0,0,0
1.0,2.0,18.0,19.0,0,0,0
1.0,2.0,17.0,18.0,0,0,0
1.0,2.0,16.0,17.0,0,0,0
1.0,2.0,15.0,16.0,0,0,0
1.0,2.0,14.0,15.0,0,0,0
1.0,2.0,13.0,14.0,0,0,0
1.0,2.0,12.0,13.0,0,0,0
1.0,2.0,11.0,12.0,0,0,5
1.0,2.0,10.0,11.0,248,249,0
1.0,2.0,9.0,10.0,240,113,0
1.0,2.0,8.0,9.0,241,113,0
1.0,2.0,7.0,8.0,0,7,131
1.0,2.0,6.0,7.0,0,0,0
1.0,2.0,5.0,6.0,0,0,0
1.0,2.0,4.0,5.0,0,0,0
1.0,2.0,3.0,4.0,0,0,0
1.0,2.0,2.0,3.0,0,0,0
1.0,2.0,1.0,2.0,0,22,225
1.0,2.0,0.0,1.0,36,135,36
1.0,2.0,-1.0,0.0,1,239,0
1.0,2.0,-2.0,-1.0,242,200,0
1.0,2.0,-3.0,-2.0,235,74,0
1.0,2.0,-4.0,-3.0,227,0,219
1.0,2.0,-5.0,-4.0,235,0,0
1.0,2.0,-6.0,-5.0,235,24,0
1.0,2.0,-7.0,-6.0,244,244,0
1.0,2.0,-8.0,-7.0,0,238,0
1.0,2.0,-9.0,-8.0,3,117,168
1.0,2.0,-10.0,-9.0,10,115,132
1.0,2.0,-11.0,-10.0,0,0,0
1.0,2.0,-12.0,-11.0,0,0,0
1.0,2.0,-13.0,-12.0,0,0,0
1.0,2.0,-14.0,-13.0,0,0,0
1.0,2.0,-15.0,-14.0,0,0,0
1.0,2.0,-16.0,-15.0,0,0,0
1.0,2.0,-17.0,-16.0,0,0,0
1.0,2.0,-18.0,-17.0,0,3,153
1.0,2.0,-19.0,-18.0,241,234,0
1.0,2.0,-20.0,-19.0,238,207,0
1.0,2.0,-21.0,-20.0,242,212,0
1.0,2.0,-22.0,-21.0,0,0,123
1.0,2.0,-23.0,-22.0,0,27,119
1.0,2.0,-24.0,-23.0,0,0,0
1.0,2.0,-25.0,-24.0,0,0,0
1.0,2.0,-26.0,-25.0,0,0,0
1.0,2.0,-27.0,-26.0,0,0,0
1.0,2.0,-28.0,-27.0,0,0,0
1.0,2.0,-29.0,-28.0,0,0,0
1.0,2.0,-30.0,-29.0,0,0,0
2.0,3.0,19.0,20.0,0,0,0
2.0,3.0,18.0,19.0,0,0,0
2.0,3.0,17.0,18.0,0,0,0
2.0,3.0,16.0,17.0,0,0,0
2.0,3.0,15.0,16.0,0,0,0
2.0,3.0,14.0,15.0,15,113,77
2.0,3.0,13.0,14.0,0,0,17
2.0,3.0,12.0,13.0,237,205,0
2.0,3.0,11.0,12.0,237,228,0
2.0,3.0,10.0,11.0,244,186,0
2.0,3.0,9.0,10.0,239,193,0
2.0,3.0,8.0,9.0,7,76,126
2.0,3.0,7.0,8.0,0,0,0
2.0,3.0,6.0,7.0,0,0,0
2.0,3.0,5.0,6.0,0,0,0
2.0,3.0,4.0,5.0,0,0,0
2.0,3.0,3.0,4.0,0,0,0
2.0,3.0,2.0,3.0,0,0,130
2.0,3.0,1.0,2.0,0,0,221
2.0,3.0,0.0,1.0,9,115,136
2.0,3.0,-1.0,0.0,126,239,0
2.0,3.0,-2.0,-1.0,228,100,0
2.0,3.0,-3.0,-2.0,242,114,0
2.0,3.0,-4.0,-3.0,243,0,75
2.0,3.0,-5.0,-4.0,248,0,0
2.0,3.0,-6.0,-5.0,243,52,0
2.0,3.0,-7.0,-6.0,235,204,0
2.0,3.0,-8.0,-7.0,1,245,0
2.0,3.0,-9.0,-8.0,39,120,39
2.0,3.0,-10.0,-9.0,0,113,177
2.0,3.0,-11.0,-10.0,0,0,0
2.0,3.0,-12.0,-11.0,0,0,0
2.0,3.0,-13.0,-12.0,0,0,0
2.0,3.0,-14.0,-13.0,0,0,0
2.0,3.0,-15.0,-14.0,0,0,0
2.0,3.0,-16.0,-15.0,0,0,0
2.0,3.0,-17.0,-16.0,0,0,0
2.0,3.0,-18.0,-17.0,0,0,0
2.0,3.0,-19.0,-18.0,0,0,0
2.0,3.0,-20.0,-19.0,116,235,0
2.0,3.0,-21.0,-20.0,233,135,0
2.0,3.0,-22.0,-21.0,244,117,0
2.0,3.0,-23.0,-22.0,239,112,0
2.0,3.0,-24.0,-23.0,240,218,0
2.0,3.0,-25.0,-24.0,0,0,0
2.0,3.0,-26.0,-25.0,0,0,0
2.0,3.0,-27.0,-26.0,0,0,0
2.0,3.0,-28.0,-27.0,0,0,0
2.0,3.0,-29.0,-28.0,0,0,0
2.0,3.0,-30.0,-29.0,0,0,0
3.0,4.0,19.0,20.0,0,0,0
3.0,4.0,18.0,19.0,0,0,0
3.0,4.0,17.0,18.0,0,0,0
3.0,4.0,16.0,17.0,0,0,0
3.0,4.0,15.0,16.0,0,0,0
3.0,4.0,14.0,15.0,0,0,0
3.0,4.0,13.0,14.0,0,43,182
3.0,4.0,12.0,13.0,229,100,0
3.0,4.0,11.0,12.0,229,102,0
3.0,4.0,10.0,11.0,240,164,0
3.0,4.0,9.0,10.0,0,0,0
3.0,4.0,8.0,9.0,0,0,0
3.0,4.0,7.0,8.0,0,0,0
3.0,4.0,6.0,7.0,0,0,0
3.0,4.0,5.0,6.0,0,0,0
3.0,4.0,4.0,5.0,0,0,0
3.0,4.0,3.0,4.0,0,0,0
3.0,4.0,2.0,3.0,0,0,0
3.0,4.0,1.0,2.0,9,104,135
3.0,4.0,0.0,1.0,132,244,0
3.0,4.0,-1.0,0.0,243,209,0
3.0,4.0,-2.0,-1.0,238,158,0
3.0,4.0,-3.0,-2.0,245,202,0
3.0,4.0,-4.0,-3.0,238,46,0
3.0,4.0,-5.0,-4.0,245,51,0
3.0,4.0,-6.0,-5.0,245,112,0
3.0,4.0,-7.0,-6.0,177,242,0
3.0,4.0,-8.0,-7.0,231,200,0
3.0,4.0,-9.0,-8.0,127,242,0
3.0,4.0,-10.0,-9.0,1,239,0
3.0,4.0,-11.0,-10.0,0,0,0
3.0,4.0,-12.0,-11.0,0,0,0
3.0,4.0,-13.0,-12.0,0,0,0
3.0,4.0,-14.0,-13.0,0,0,0
3.0,4.0,-15.0,-14.0,0,0,0
3.0,4.0,-16.0,-15.0,0,0,0
3.0,4.0,-17.0,-16.0,0,0,0
3.0,4.0,-18.0,-17.0,0,0,0
3.0,4.0,-19.0,-18.0,0,0,0
3.0,4.0,-20.0,-19.0,1,37,150
3.0,4.0,-21.0,-20.0,232,105,0
3.0,4.0,-22.0,-21.0,248,115,0
3.0,4.0,-23.0,-22.0,231,104,0
3.0,4.0,-24.0,-23.0,81,210,10
3.0,4.0,-25.0,-24.0,0,14,101
3.0,4.0,-26.0,-25.0,0,0,0
3.0,4.0,-27.0,-26.0,0,0,0
3.0,4.0,-28.0,-27.0,0,0,0
3.0,4.0,-29.0,-28.0,0,0,0
3.0,4.0,-30.0,-29.0,0,0,0
4.0,5.0,19.0,20.0,0,0,0
4.0,5.0,18.0,19.0,0,0,0
4.0,5.0,17.0,18.0,0,0,0
4.0,5.0,16.0,17.0,0,0,0
4.0,5.0,15.0,16.0,0,0,0
4.0,5.0,14.0,15.0,0,0,0
4.0,5.0,13.0,14.0,242,240,0
4.0,5.0,12.0,13.0,233,203,0
4.0,5.0,11.0,12.0,235,142,0
4.0,5.0,10.0,11.0,219,220,0
4.0,5.0,9.0,10.0,0,0,0
4.0,5.0,8.0,9.0,0,0,0
4.0,5.0,7.0,8.0,0,0,0
4.0,5.0,6.0,7.0,0,0,0
4.0,5.0,5.0,6.0,0,0,0
4.0,5.0,4.0,5.0,0,0,0
4.0,5.0,3.0,4.0,0,0,0
4.0,5.0,2.0,3.0,0,0,0
4.0,5.0,1.0,2.0,9,194,23
4.0,5.0,0.0,1.0,228,196,0
4.0,5.0,-1.0,0.0,240,228,0
4.0,5.0,-2.0,-1.0,229,200,0
4.0,5.0,-3.0,-2.0,238,237,0
4.0,5.0,-4.0,-3.0,237,81,0
4.0,5.0,-5.0,-4.0,234,0,0
4.0,5.0,-6.0,-5.0,237,47,0
4.0,5.0,-7.0,-6.0,229,197,0
4.0,5.0,-8.0,-7.0,242,242,0
4.0,5.0,-9.0,-8.0,246,246,0
4.0,5.0,-10.0,-9.0,14,129,114
4.0,5.0,-11.0,-10.0,0,0,0
4.0,5.0,-12.0,-11.0,0,0,0
4.0,5.0,-13.0,-12.0,0,0,0
4.0,5.0,-14.0,-13.0,0,0,0
4.0,5.0,-15.0,-14.0,0,0,0
4.0,5.0,-16.0,-15.0,0,0,0
4.0,5.0,-17.0,-16.0,0,0,0
4.0,5.0,-18.0,-17.0,0,0,0
4.0,5.0,-19.0,-18.0,0,0,0
4.0,5.0,-20.0,-19.0,0,0,3
4.0,5.0,-21.0,-20.0,177,231,0
4.0,5.0,-22.0,-21.0,242,211,0
4.0,5.0,-23.0,-22.0,228,101,0
4.0,5.0,-24.0,-23.0,244,185,0
4.0,5.0,-25.0,-24.0,0,0,28
4.0,5.0,-26.0,-25.0,0,0,0
4.0,5.0,-27.0,-26.0,0,0,0
4.0,5.0,-28.0,-27.0,0,0,0
4.0,5.0,-29.0,-28.0,0,0,0
4.0,5.0,-30.0,-29.0,0,0,0
5.0,6.0,19.0,20.0,0,0,0
5.0,6.0,18.0,19.0,0,0,0
5.0,6.0,17.0,18.0,0,0,0
5.0,6.0,16.0,17.0,0,0,0
5.0,6.0,15.0,16.0,0,0,0
5.0,6.0,14.0,15.0,0,0,18
5.0,6.0,13.0,14.0,108,238,0
5.0,6.0,12.0,13.0,248,217,0
5.0,6.0,11.0,12.0,242,211,0
5.0,6.0,10.0,11.0,0,0,0
5.0,6.0,9.0,10.0,0,0,0
5.0,6.0,8.0,9.0,0,0,0
5.0,6.0,7.0,8.0,0,0,0
5.0,6.0,6.0,7.0,0,0,0
5.0,6.0,5.0,6.0,0,0,0
5.0,6.0,4.0,5.0,0,0,0
5.0,6.0,3.0,4.0,0,0,0
5.0,6.0,2.0,3.0,0,0,6
5.0,6.0,1.0,2.0,235,207,0
5.0,6.0,0.0,1.0,238,239,0
5.0,6.0,-1.0,0.0,78,231,0
5.0,6.0,-2.0,-1.0,1,242,0
5.0,6.0,-3.0,-2.0,201,233,0
5.0,6.0,-4.0,-3.0,242,191,0
5.0,6.0,-5.0,-4.0,239,104,0
5.0,6.0,-6.0,-5.0,236,209,0
5.0,6.0,-7.0,-6.0,138,246,0
5.0,6.0,-8.0,-7.0,236,236,0
5.0,6.0,-9.0,-8.0,248,249,0
5.0,6.0,-10.0,-9.0,197,239,0
5.0,6.0,-11.0,-10.0,0,0,0
5.0,6.0,-12.0,-11.0,0,0,0
5.0,6.0,-13.0,-12.0,0,0,0
5.0,6.0,-14.0,-13.0,0,0,0
5.0,6.0,-15.0,-14.0,0,0,0
5.0,6.0,-16.0,-15.0,0,0,0
5.0,6.0,-17.0,-16.0,0,0,0
5.0,6.0,-18.0,-17.0,0,0,0
5.0,6.0,-19.0,-18.0,0,0,0
5.0,6.0,-20.0,-19.0,0,0,0
5.0,6.0,-21.0,-20.0,10,118,99
5.0,6.0,-22.0,-21.0,146,237,0
5.0,6.0,-23.0,-22.0,233,116,0
5.0,6.0,-24.0,-23.0,18,188,16
5.0,6.0,-25.0,-24.0,144,223,0
5.0,6.0,-26.0,-25.0,0,0,0
5.0,6.0,-27.0,-26.0,0,0,0
5.0,6.0,-28.0,-27.0,0,0,0
5.0,6.0,-29.0,-28.0,0,0,0
5.0,6.0,-30.0,-29.0,0,0,0
6.0,7.0,19.0,20.0,0,0,0
6.0,7.0,18.0,19.0,0,0,0
6.0,7.0,17.0,18.0,0,0,0
6.0,7.0,16.0,17.0,0,0,0
6.0,7.0,15.0,16.0,0,0,0
6.0,7.0,14.0,15.0,8,98,149
6.0,7.0,13.0,14.0,221,237,0
6.0,7.0,12.0,13.0,203,242,0
6.0,7.0,11.0,12.0,7,103,131
6.0,7.0,10.0,11.0,0,0,0
6.0,7.0,9.0,10.0,0,0,0
6.0,7.0,8.0,9.0,0,0,0
6.0,7.0,7.0,8.0,0,0,0
6.0,7.0,6.0,7.0,0,0,0
6.0,7.0,5.0,6.0,0,0,0
6.0,7.0,4.0,5.0,0,0,0
6.0,7.0,3.0,4.0,0,0,0
6.0,7.0,2.0,3.0,0,0,0
6.0,7.0,1.0,2.0,231,202,0
6.0,7.0,0.0,1.0,158,242,0
6.0,7.0,-1.0,0.0,0,235,0
6.0,7.0,-2.0,-1.0,24,175,24
6.0,7.0,-3.0,-2.0,193,235,0
6.0,7.0,-4.0,-3.0,241,105,0
6.0,7.0,-5.0,-4.0,239,207,0
6.0,7.0,-6.0,-5.0,125,248,0
6.0,7.0,-7.0,-6.0,160,240,0
6.0,7.0,-8.0,-7.0,234,234,0
6.0,7.0,-9.0,-8.0,235,141,0
6.0,7.0,-10.0,-9.0,7,90,142
6.0,7.0,-11.0,-10.0,0,0,49
6.0,7.0,-12.0,-11.0,0,0,0
6.0,7.0,-13.0,-12.0,0,0,0
6.0,7.0,-14.0,-13.0,0,0,0
6.0,7.0,-15.0,-14.0,0,0,0
6.0,7.0,-16.0,-15.0,0,0,0
6.0,7.0,-17.0,-16.0,0,0,0
6.0,7.0,-18.0,-17.0,0,0,0
6.0,7.0,-19.0,-18.0,0,0,0
6.0,7.0,-20.0,-19.0,0,0,0
6.0,7.0,-21.0,-20.0,0,0,0
6.0,7.0,-22.0,-21.0,20,135,57
6.0,7.0,-23.0,-22.0,41,212,8
6.0,7.0,-24.0,-23.0,32,173,44
6.0,7.0,-25.0,-24.0,0,0,45
6.0,7.0,-26.0,-25.0,0,0,0
6.0,7.0,-27.0,-26.0,0,0,0
6.0,7.0,-28.0,-27.0,0,0,0
6.0,7.0,-29.0,-28.0,0,0,0
6.0,7.0,-30.0,-29.0,0,0,0
7.0,8.0,19.0,20.0,0,0,0
7.0,8.0,18.0,19.0,0,0,0
7.0,8.0,17.0,18.0,0,0,0
7.0,8.0,16.0,17.0,0,0,0
7.0,8.0,15.0,16.0,0,0,0
7.0,8.0,14.0,15.0,0,0,93
7.0,8.0,13.0,14.0,101,238,0
7.0,8.0,12.0,13.0,27,162,48
7.0,8.0,11.0,12.0,0,0,51
7.0,8.0,10.0,11.0,0,0,0
7.0,8.0,9.0,10.0,0,0,0
7.0,8.0,8.0,9.0,0,0,0
7.0,8.0,7.0,8.0,0,0,0
7.0,8.0,6.0,7.0,0,0,0
7.0,8.0,5.0,6.0,0,0,0
7.0,8.0,4.0,5.0,0,0,0
7.0,8.0,3.0,4.0,0,0,0
7.0,8.0,2.0,3.0,0,0,0
7.0,8.0,1.0,2.0,241,231,0
7.0,8.0,0.0,1.0,14,239,0
7.0,8.0,-1.0,0.0,33,155,33
7.0,8.0,-2.0,-1.0,31,109,31
7.0,8.0,-3.0,-2.0,18,186,18
7.0,8.0,-4.0,-3.0,234,46,0
7.0,8.0,-5.0,-4.0,236,213,0
7.0,8.0,-6.0,-5.0,115,242,0
7.0,8.0,-7.0,-6.0,116,243,0
7.0,8.0,-8.0,-7.0,117,244,0
7.0,8.0,-9.0,-8.0,233,131,0
7.0,8.0,-10.0,-9.0,237,105,0
7.0,8.0,-11.0,-10.0,0,0,0
7.0,8.0,-12.0,-11.0,0,0,0
7.0,8.0,-13.0,-12.0,0,0,0
7.0,8.0,-14.0,-13.0,0,0,0
7.0,8.0,-15.0,-14.0,0,0,0
7.0,8.0,-16.0,-15.0,0,0,0
7.0,8.0,-17.0,-16.0,0,0,0
7.0,8.0,-18.0,-17.0,0,0,0
7.0,8.0,-19.0,-18.0,0,0,0
7.0,8.0,-20.0,-19.0,0,0,0
7.0,8.0,-21.0,-20.0,0,0,0
7.0,8.0,-22.0,-21.0,0,0,0
7.0,8.0,-23.0,-22.0,0,0,0
7.0,8.0,-24.0,-23.0,4,111,143
7.0,8.0,-25.0,-24.0,0,0,49
7.0,8.0,-26.0,-25.0,0,0,0
7.0,8.0,-27.0,-26.0,0,0,0
7.0,8.0,-28.0,-27.0,0,0,0
7.0,8.0,-29.0,-28.0,0,0,0
7.0,8.0,-30.0,-29.0,0,0,0
8.0,9.0,19.0,20.0,0,0,0
8.0,9.0,18.0,19.0,0,0,0
8.0,9.0,17.0,18.0,0,0,0
8.0,9.0,16.0,17.0,0,0,0
8.0,9.0,15.0,16.0,0,0,0
8.0,9.0,14.0,15.0,0,0,0
8.0,9.0,13.0,14.0,0,6,136
8.0,9.0,12.0,13.0,0,0,0
8.0,9.0,11.0,12.0,0,46,178
8.0,9.0,10.0,11.0,0,0,0
8.0,9.0,9.0,10.0,0,0,0
8.0,9.0,8.0,9.0,0,0,0
8.0,9.0,7.0,8.0,0,0,0
8.0,9.0,6.0,7.0,0,0,0
8.0,9.0,5.0,6.0,0,0,0
8.0,9.0,4.0,5.0,0,0,0
8.0,9.0,3.0,4.0,0,0,0
8.0,9.0,2.0,3.0,0,0,0
8.0,9.0,1.0,2.0,6,246,0
8.0,9.0,0.0,1.0,0,244,0
8.0,9.0,-1.0,0.0,0,237,0
8.0,9.0,-2.0,-1.0,0,240,0
8.0,9.0,-3.0,-2.0,208,237,0
8.0,9.0,-4.0,-3.0,235,112,0
8.0,9.0,-5.0,-4.0,237,179,0
8.0,9.0,-6.0,-5.0,109,236,0
8.0,9.0,-7.0,-6.0,79,229,0
8.0,9.0,-8.0,-7.0,113,240,0
8.0,9.0,-9.0,-8.0,246,241,0
8.0,9.0,-10.0,-9.0,241,208,0
8.0,9.0,-11.0,-10.0,0,0,12
8.0,9.0,-12.0,-11.0,0,0,0
8.0,9.0,-13.0,-12.0,0,0,0
8.0,9.0,-14.0,-13.0,0,0,0
8.0,9.0,-15.0,-14.0,0,0,0
8.0,9.0,-16.0,-15.0,0,0,0
8.0,9.0,-17.0,-16.0,0,0,0
8.0,9.0,-18.0,-17.0,0,0,0
8.0,9.0,-19.0,-18.0,0,0,0
8.0,9.0,-20.0,-19.0,0,0,0
8.0,9.0,-21.0,-20.0,0,0,0
8.0,9.0,-22.0,-21.0,0,0,0
8.0,9.0,-23.0,-22.0,0,0,0
8.0,9.0,-24.0,-23.0,0,0,0
8.0,9.0,-25.0,-24.0,0,0,0
8.0,9.0,-26.0,-25.0,0,0,0
8.0,9.0,-27.0,-26.0,0,0,0
8.0,9.0,-28.0,-27.0,0,0,0
8.0,9.0,-29.0,-28.0,0,0,0
8.0,9.0,-30.0,-29.0,0,0,0
9.0,10.0,19.0,20.0,0,0,0
9.0,10.0,18.0,19.0,0,0,0
9.0,10.0,17.0,18.0,0,0,0
9.0,10.0,16.0,17.0,0,0,0
9.0,10.0,15.0,16.0,0,0,0
9.0,10.0,14.0,15.0,0,0,0
9.0,10.0,13.0,14.0,0,0,0
9.0,10.0,12.0,13.0,0,0,0
9.0,10.0,11.0,12.0,0,0,0
9.0,10.0,10.0,11.0,0,0,0
9.0,10.0,9.0,10.0,0,0,0
9.0,10.0,8.0,9.0,0,0,0
9.0,10.0,7.0,8.0,0,0,0
9.0,10.0,6.0,7.0,0,0,0
9.0,10.0,5.0,6.0,0,0,0
9.0,10.0,4.0,5.0,0,0,0
9.0,10.0,3.0,4.0,0,0,0
9.0,10.0,2.0,3.0,20,106,75
9.0,10.0,1.0,2.0,22,173,22
9.0,10.0,0.0,1.0,92,225,0
9.0,10.0,-1.0,0.0,104,230,0
9.0,10.0,-2.0,-1.0,119,241,0
9.0,10.0,-3.0,-2.0,234,233,0
9.0,10.0,-4.0,-3.0,239,223,0
9.0,10.0,-5.0,-4.0,122,247,0
9.0,10.0,-6.0,-5.0,171,240,0
9.0,10.0,-7.0,-6.0,100,226,0
9.0,10.0,-8.0,-7.0,160,243,0
9.0,10.0,-9.0,-8.0,233,233,0
9.0,10.0,-10.0,-9.0,233,203,0
9.0,10.0,-11.0,-10.0,0,0,0
9.0,10.0,-12.0,-11.0,0,0,0
9.0,10.0,-13.0,-12.0,0,0,0
9.0,10.0,-14.0,-13.0,0,0,0
9.0,10.0,-15.0,-14.0,0,0,0
9.0,10.0,-16.0,-15.0,0,0,0
9.0,10.0,-17.0,-16.0,0,0,0
9.0,10.0,-18.0,-17.0,0,0,0
9.0,10.0,-19.0,-18.0,0,0,0
9.0,10.0,-20.0,-19.0,0,0,0
9.0,10.0,-21.0,-20.0,0,0,0
9.0,10.0,-22.0,-21.0,0,0,0
9.0,10.0,-23.0,-22.0,0,0,0
9.0,10.0,-24.0,-23.0,0,0,0
9.0,10.0,-25.0,-24.0,0,0,0
9.0,10.0,-26.0,-25.0,0,0,0
9.0,10.0,-27.0,-26.0,0,0,0
9.0,10.0,-28.0,-27.0,0,0,0
9.0,10.0,-29.0,-28.0,0,0,0
9.0,10.0,-30.0,-29.0,0,0,0
10.0,11.0,19.0,20.0,0,0,0
10.0,11.0,18.0,19.0,0,0,0
10.0,11.0,17.0,18.0,0,0,0
10.0,11.0,16.0,17.0,0,0,0
10.0,11.0,15.0,16.0,0,0,0
10.0,11.0,14.0,15.0,0,0,0
10.0,11.0,13.0,14.0,0,0,0
10.0,11.0,12.0,13.0,0,0,0
10.0,11.0,11.0,12.0,0,0,0
10.0,11.0,10.0,11.0,0,0,0
10.0,11.0,9.0,10.0,0,0,0
10.0,11.0,8.0,9.0,0,0,0
10.0,11.0,7.0,8.0,0,0,0
10.0,11.0,6.0,7.0,0,0,0
10.0,11.0,5.0,6.0,0,0,0
10.0,11.0,4.0,5.0,0,0,0
10.0,11.0,3.0,4.0,0,0,0
10.0,11.0,2.0,3.0,0,0,0
10.0,11.0,1.0,2.0,2,223,2
10.0,11.0,0.0,1.0,121,249,0
10.0,11.0,-1.0,0.0,172,242,0
10.0,11.0,-2.0,-1.0,248,244,0
10.0,11.0,-3.0,-2.0,248,246,0
10.0,11.0,-4.0,-3.0,231,51,0
10.0,11.0,-5.0,-4.0,238,203,0
10.0,11.0,-6.0,-5.0,247,246,0
10.0,11.0,-7.0,-6.0,234,234,0
10.0,11.0,-8.0,-7.0,246,246,0
10.0,11.0,-9.0,-8.0,229,229,0
10.0,11.0,-10.0,-9.0,27,231,0
10.0,11.0,-11.0,-10.0,0,0,0
10.0,11.0,-12.0,-11.0,0,0,0
10.0,11.0,-13.0,-12.0,0,0,0
10.0,11.0,-14.0,-13.0,0,0,0
10.0,11.0,-15.0,-14.0,0,0,0
10.0,11.0,-16.0,-15.0,0,0,0
10.0,11.0,-17.0,-16.0,0,0,0
10.0,11.0,-18.0,-17.0,0,0,0
10.0,11.0,-19.0,-18.0,0,0,0
10.0,11.0,-20.0,-19.0,0,0,0
10.0,11.0,-21.0,-20.0,0,0,0
10.0,11.0,-22.0,-21.0,0,0,0
10.0,11.0,-23.0,-22.0,0,0,0
10.0,11.0,-24.0,-23.0,0,0,0
10.0,11.0,-25.0,-24.0,0,0,0
10.0,11.0,-26.0,-25.0,0,0,0
10.0,11.0,-27.0,-26.0,0,0,0
10.0,11.0,-28.0,-27.0,0,0,0
10.0,11.0,-29.0,-28.0,0,0,0
10.0,11.0,-30.0,-29.0,0,0,0
11.0,12.0,19.0,20.0,0,0,0
11.0,12.0,18.0,19.0,0,0,0
11.0,12.0,17.0,18.0,0,0,0
11.0,12.0,16.0,17.0,0,0,0
11.0,12.0,15.0,16.0,0,0,0
11.0,12.0,14.0,15.0,0,0,0
11.0,12.0,13.0,14.0,0,0,0
11.0,12.0,12.0,13.0,0,0,0
11.0,12.0,11.0,12.0,0,0,0
11.0,12.0,10.0,11.0,0,0,0
11.0,12.0,9.0,10.0,0,0,0
11.0,12.0,8.0,9.0,0,0,0
11.0,12.0,7.0,8.0,0,0,0
11.0,12.0,6.0,7.0,0,0,0
11.0,12.0,5.0,6.0,0,0,0
11.0,12.0,4.0,5.0,0,0,0
11.0,12.0,3.0,4.0,0,0,0
11.0,12.0,2.0,3.0,0,110,178
11.0,12.0,1.0,2.0,7,114,142
11.0,12.0,0.0,1.0,236,236,0
11.0,12.0,-1.0,0.0,246,243,0
11.0,12.0,-2.0,-1.0,229,197,0
11.0,12.0,-3.0,-2.0,235,67,0
11.0,12.0,-4.0,-3.0,235,0,0
11.0,12.0,-5.0,-4.0,239,57,0
11.0,12.0,-6.0,-5.0,229,114,0
11.0,12.0,-7.0,-6.0,227,195,0
11.0,12.0,-8.0,-7.0,248,249,0
